advertiser_id,nps_score
14636989,10
14637020,6
14651584,2
14653941,9
14657975,1
14665659,7
14667528,3
14670282,0
14670433,5
14671597,8
14672666,10
14673519,8
14676647,2
14680589,9
14681774,3
14692037,10
14694253,8
14694680,4
14704333,9
14706838,2
14711129,0
14719906,10
14720413,1
14722629,10
14725053,10
14725833,10
14725875,10
14726073,8
14727563,9
14732325,10
14732660,9
14739320,7
14739429,10
14744610,9
14744768,10
14746578,9
14746834,10
14750389,8
14750966,7
14752330,9
14760376,3
14760434,10
14760488,5
14760768,10
14766143,6
14768590,8
14769067,7
14780395,2
14780976,9
14784754,10
14786167,9
14788847,8
14788893,8
14791528,9
14793298,10
14795411,7
14798670,8
14799505,8
14806980,2
14812184,8
14818644,8
14825358,6
14827188,10
14827734,10
14843978,3
14845409,10
14845772,10
14852140,8
14856916,5
14858060,1
14859194,3
14860600,10
14861684,0
14862801,10
14864763,0
14867956,8
14873374,0
14878036,10
14882576,3
14884069,0
14884833,7
14889113,7
14890298,6
14893572,0
14896769,10
14901127,4
14905336,8
14907391,9
14908252,10
14915642,4
14918631,10
14920814,6
14928745,9
14929328,10
14933272,10
14937720,2
14942243,10
14945321,10
14949539,0
14950252,6
14951071,1
14955224,7
14956722,8
14958239,10
14965766,8
14973696,3
14974204,7
14975088,7
14975515,8
14977648,10
14978177,10
14978679,8
14982112,10
14982398,9
14985925,9
14988412,4
14990251,8
14996352,5
14998089,3
15004284,10
15005435,2
15007398,10
15009650,10
15010822,8
15010938,10
15011672,8
15012586,8
15013575,10
15014750,10
15017493,10
15022774,9
15027161,9
15028771,10
15030398,1
15033441,3
15035072,10
15037444,8
15038383,8
15039193,7
15040186,10
15040279,10
15046041,5
15046072,8
15050840,8
15051264,10
15051406,7
15057838,0
15059821,10
15062377,9
15065155,2
15069881,8
15077401,10
15080168,4
15084793,9
15086209,1
15086908,5
15089989,0
15095498,6
15096044,9
15097163,10
15099840,10
15101279,9
15103407,7
15106454,5
15108639,10
15109932,10
15110082,8
15110878,9
15111303,10
15111539,10
15111784,1
15112218,1
15112237,5
15115959,10
15116127,10
15116168,10
15117635,10
15119590,9
15120418,0
15123702,9
15125802,10
15126498,8
15127885,10
15128100,3
15128313,10
15133450,10
15136447,4
15137908,10
15139151,10
15139446,10
15142023,9
15143227,10
15143475,5
15144661,8
15147367,5
15148327,5
15148620,10
15149619,7
15152278,3
15156091,9
15157252,10
15158571,5
15159410,7
15159959,10
15164277,8
15164342,10
15171934,9
15176031,5
15177142,10
15177937,9
15179377,6
15180924,8
15181179,7
15182617,10
15183348,9
15183469,4
15183880,5
15184116,6
15185205,10
15185433,7
15186542,10
15186882,10
15187383,10
15191613,6
15193437,10
15193565,1
15196517,10
15201885,7
15202355,8
15202692,8
15202879,3
15203022,10
15207754,9
15209884,7
15214514,10
15215193,9
15215510,10
15216314,8
15217854,1
15218051,10
15218052,8
15219435,8
15222815,20
15224102,10
15226725,9
15227039,8
15227997,10
15229016,9
15230992,10
15233165,7
15233198,10
15235140,10
15237684,9
15237694,9
15244476,10
15245163,3
15245668,3
15247998,5
15248093,10
15248817,8
15248959,6
15250392,8
15251211,8
15252578,8
15260259,8
15261751,7
15262188,0
15265377,10
15271268,2
15274829,0
15282144,4
15282184,10
15283420,10
15288631,10
15293549,6
15294052,8
15295235,2
15296450,0
15297450,6
15302145,9
15304283,10
15304791,10
15304990,10
15307626,10
15309130,8
15312797,9
15314172,10
15315800,0
15320703,6
15321227,6
15321922,5
15322025,9
15324939,6
15325565,0
15327661,10
15328908,10
15329921,2
15330625,10
15331384,10
15333788,10
15337026,8
15337261,9
15337673,10
15338527,8
15338552,10
15339544,10
15341157,9
15342308,5
15343912,10
15350917,1
15350962,7
15352887,8
15356724,7
15360358,9
15360838,9
15363816,10
15363887,10
15366298,6
15367759,5
15371651,0
15371700,10
15375716,7
15376012,8
15376462,0
15376890,8
15377130,6
15378052,8
15378861,10
15379662,8
15381213,8
15382265,10
15383031,0
15388628,4
15391389,10
15394131,10
15394452,4
15398910,0
15400313,7
15400405,10
15400893,10
15401120,8
15401522,10
15402341,5
15403069,6
15403111,9
15405460,9
15406181,8
15407426,0
15409681,6
15412546,10
15420156,20
15422575,4
15430112,10
15430793,9
15433027,10
15438546,10
15442285,2
15452225,3
15453108,10
15453559,10
15458349,3
15459401,8
15460883,10
15461817,8
15464889,2
15474335,0
15476456,6
15476567,9
15477727,5
15477822,10
15477893,10
15477916,10
15482429,10
15484596,7
15486520,10
15487832,1
15490930,10
15492800,7
15497913,5
15499152,10
15499515,10
15503453,5
15505315,10
15506567,8
15507817,10
15507906,10
15509732,8
15510872,0
15514181,3
15514963,10
15517193,7
15517441,10
15517688,9
15525323,9
15529852,8
15530133,7
15530216,1
15531370,9
15534708,10
15538818,5
15538882,10
15540007,10
15540136,8
15540450,8
15542325,0
15543784,10
15544257,8
15546507,4
15546561,10
15547937,7
15557097,7
15557563,10
15559513,8
15560916,8
15565682,4
15570467,10
15572340,7
15576055,8
15578186,10
15578608,10
15579180,8
15579201,8
15579851,8
15582016,8
15583401,8
15584581,8
15586912,10
15588169,1
15588740,7
15589340,6
15590102,1
15590286,10
15590837,10
15595993,8
15596961,1
15597086,8
15597598,10
15597731,5
15603191,6
15603855,1
15604861,10
15605010,10
15611947,5
15614687,0
15615746,10
15615772,6
15617471,10
15618283,10
15618757,1
15621401,10
15621456,10
15622204,10
15625932,8
15626241,10
15628501,10
15628850,8
15629789,10
15638986,10
15640356,9
15641146,5
15642046,7
15642967,4
15645302,7
15646729,6
15651243,9
15651718,10
15653533,10
15653664,9
15657834,10
15658520,10
15659125,7
15659356,9
15659636,0
15664813,7
15668132,7
15668630,5
15672508,2
15673558,7
15673573,5
15675595,7
15677199,9
15677558,0
15684239,10
15685860,10
15686615,10
15691012,10
15694242,10
15696072,9
15704287,10
15705653,10
15710185,10
15714631,7
15716286,10
15717367,2
15721754,5
15722503,10
15723231,10
15723955,8
15725928,10
15733256,9
15735484,8
15737640,8
15737968,8
15740105,10
15742018,1
15742508,9
15742974,10
15746611,10
15747248,0
15747410,7
15747576,9
15747824,10
15748309,4
15753185,10
15754906,2
15757649,9
15759128,9
15760915,5
15769061,2
15769267,4
15769493,0
15770229,9
15772681,10
15774129,9
15776675,10
15779049,10
15782717,9
15785841,7
15786167,8
15786560,0
15786700,6
15786959,4
15790285,9
15790927,10
15792206,0
15794307,10
15794354,10
15795530,8
15795767,10
15796035,10
15796198,10
15797081,0
15798117,5
15798256,5
15798294,10
15799773,7
15799934,10
15800411,10
15802626,6
15805140,9
15805822,5
15810370,10
15810788,9
15811175,10
15813029,4
15814785,0
15816456,6
15816745,5
15818780,7
15821307,8
15823839,2
15825103,1
15827594,5
15827819,10
15828616,1
15831594,6
15833363,10
15833919,10
15834386,9
15834553,10
15836296,10
15839293,8
15839959,10
15840184,10
15845146,9
15846075,8
15846164,10
15850140,4
15853808,8
15854243,10
15856768,6
15858104,0
15858288,9
15861424,8
15862664,10
15863608,9
15871215,8
15873819,5
15875293,10
15875595,10
15878871,10
15882026,7
15883739,8
15884926,7
15889430,10
15893248,10
15894159,9
15894545,10
15895320,8
15895410,0
15904818,10
15906091,0
15906939,5
15908036,0
15912283,8
15914629,10
15914915,3
15915021,8
15915116,8
15916610,6
15916954,2
15917400,9
15921135,10
15923338,10
15923340,10
15923718,5
15926287,9
15927231,2
15929654,10
15931861,9
15931862,10
15937585,10
15940516,4
15940554,8
15941505,10
15944817,9
15944846,10
15946091,10
15946749,3
15949319,3
15950686,9
15951918,10
15952140,10
15952958,7
15953884,5
15954189,2
15954780,8
15963941,7
15964608,8
15965040,1
15965325,5
15965887,8
15968484,9
15973855,6
15974185,10
15974578,10
15974804,10
15976401,10
15976552,4
15976602,10
15976769,8
15977036,8
15977664,4
15984104,8
15984554,8
15985023,2
15985088,8
15989066,10
15989684,9
15990721,10
15994245,3
15996383,3
15997718,10
15998583,3
15998654,10
15999875,10
16000019,10
16002312,7
16004040,2
16004317,10
16004395,9
16006422,10
16007660,8
16010131,6
16016246,8
16017057,8
16019608,8
16021732,2
16023342,7
16025301,5
16026688,7
16030164,5
16030657,5
16030955,9
16031734,8
16032700,9
16035889,10
16037349,10
16038667,8
16041773,10
16042317,9
16043647,5
16045477,0
16046063,10
16047598,0
16048230,10
16048528,3
16050469,8
16051625,7
16052354,10
16052454,9
16053018,3
16056158,10
16059777,10
16059878,10
16060471,10
16060914,9
16061369,8
16062807,5
16064921,6
16065067,0
16067200,5
16068768,10
16078257,10
16079492,9
16081618,10
16081666,0
16082404,4
16082840,8
16083890,0
16085751,10
16088706,10
16088712,0
16089518,10
16092816,0
16094223,5
16094343,8
16095576,7
16100394,2
16100732,10
16100821,2
16102286,5
16102977,3
16104752,1
16104789,8
16104937,6
16105775,10
16107349,2
16107443,10
16108482,9
16109682,9
16111331,9
16111800,10
16113120,9
16119336,6
16120470,9
16120604,7
16120661,9
16123168,7
16124790,0
16128219,6
16129989,10
16133352,5
16134809,2
16135817,9
16145206,2
16146068,4
16149516,10
16150175,4
16150659,7
16155257,10
16157207,8
16158272,10
16159508,8
16164488,10
16165338,10
16166380,7
16166742,8
16168662,10
16169042,6
16171580,0
16173293,10
16174056,10
16174882,10
16176093,0
16177999,10
16181552,9
16182781,0
16183222,4
16185273,7
16187525,10
16192563,7
16193687,7
16193980,8
16194248,9
16195266,8
16195717,8
16195968,2
16197488,0
16198003,10
16203405,10
16208259,2
16211090,10
16211114,10
16211414,10
16215102,0
16216647,1
16216705,0
16217821,9
16219259,9
16219842,8
16223138,6
16223437,5
16226104,7
16226848,9
16228194,7
16237738,9
16238064,8
16238948,9
16239947,0
16240023,0
16241714,5
16243183,10
16243206,10
16244749,10
16245432,9
16247383,0
16249708,10
16252415,7
16254322,10
16255542,8
16257975,4
16259514,10
16264925,9
16265241,10
16265706,9
16266337,10
16267896,10
16268257,6
16268962,10
16270796,8
16270932,10
16271551,7
16272421,10
16272648,2
16273246,6
16275522,9
16275736,8
16279900,4
16280647,0
16283850,8
16284753,10
16286970,9
16287960,6
16291723,0
16293093,9
16296651,9
16302476,8
16303849,10
16304010,10
16304465,7
16306297,10
16309022,5
16309611,7
16310930,9
16312309,8
16313741,9
16314404,2
16315994,9
16319068,5
16320651,9
16336411,9
16336447,5
16337152,4
16338023,10
16338258,10
16343999,10
16344530,0
16346859,5
16348417,10
16349768,8
16349867,0
16356557,10
16357469,9
16358611,10
16359999,10
16360296,7
16363187,5
16364441,10
16366706,0
16367099,8
16373931,9
16374975,2
16377670,9
16386824,9
16388257,8
16388943,8
16389024,10
16391020,5
16392543,8
16393344,10
16393371,10
16393787,9
16394192,10
16396117,10
16396118,10
16396731,8
16403124,9
16404736,0
16407841,10
16408396,5
16410081,6
16411772,5
16412790,1
16413376,9
16413519,5
16413789,2
16414759,2
16417853,3
16417924,0
16418751,10
16422422,10
16422449,8
16423296,4
16424580,10
16428644,10
16428832,10
16433196,10
16437286,10
16444827,0
16447808,5
16449362,8
16450189,7
16452903,8
16453328,8
16453407,7
16455146,10
16455651,8
16456585,10
16460608,6
16463574,10
16466060,0
16468249,9
16475175,0
16476526,10
16477378,7
16477552,8
16481567,8
16484725,9
16486295,18
16487099,9
16487706,10
16487718,0
16488280,10
16488647,10
16489169,4
16492018,10
16496012,1
16496490,10
16498141,10
16498556,10
16501207,10
16501456,8
16503436,8
16505567,10
16505677,10
16510615,5
16511762,10
16513888,7
16514166,10
16515662,6
16516112,10
16517039,10
16519325,10
16519523,10
16521067,4
16522516,6
16523588,10
16524522,8
16528128,10
16529905,8
16530412,1
16530591,1
16531725,6
16532735,8
16533704,2
16534392,1
16538348,6
16539712,10
16541337,5
16542265,0
16544594,8
16546073,10
16547726,10
16549814,7
16554680,10
16559190,8
16563434,10
16563713,10
16567853,1
16568585,10
16570607,8
16574920,9
16581290,10
16582723,8
16583530,10
16584164,9
16585948,10
16590675,3
16593097,10
16596292,5
16596643,3
16596831,9
16597420,10
16598347,9
16600847,10
16602769,8
16602951,0
16604543,8
16612145,10
16612597,8
16613961,0
16616420,5
16616462,7
16618550,7
16619907,10
16620711,9
16624400,9
16624718,4
16628360,10
16629494,7
16629845,6
16631390,10
16638922,10
16641137,10
16642117,10
16643462,1
16643871,10
16644479,6
16646793,1
16647631,5
16647632,8
16647974,10
16648039,9
16650153,7
16650634,0
16655232,9
16657144,6
16658187,8
16658444,10
16658521,10
16658529,3
16661306,10
16661860,6
16662970,10
16664908,10
16664977,1
16671749,10
16671878,7
16675199,9
16675329,1
16676203,1
16676261,0
16677180,7
16685136,10
16685835,5
16685937,3
16687346,10
16688771,3
16692202,3
16692954,4
16693509,10
16695327,10
16697735,9
16699324,3
16700715,8
16702477,6
16710640,8
16713865,0
16715730,7
16719371,3
16722407,10
16722644,7
16725398,8
16732046,9
16732519,8
16732601,9
16736943,8
16743212,3
16743789,10
16744492,10
16750002,10
16751343,10
16751463,7
16753108,10
16755570,10
16757936,9
16760538,0
16762199,1
16764224,2
16765323,10
16767175,5
16768389,10
16772833,8
16773102,5
16773880,3
16774876,10
16775894,10
16776316,10
16780433,7
16781538,5
16785819,7
16786503,10
16788084,10
16789121,10
16790719,3
16791019,10
16793881,10
16794997,10
16795269,5
16795465,1
16801525,9
16801580,8
16805195,10
16805642,5
16809460,0
16812041,2
16812222,10
16812357,6
16813778,10
16814413,8
16814881,8
16815007,8
16817046,8
16817361,1
16819703,10
16820477,8
16825237,10
16825283,10
16825765,10
16827495,10
16830505,10
16840349,7
16844449,5
16845505,10
16848949,8
16853385,6
16854092,8
16854454,9
16855134,0
16855848,1
16855969,0
16859255,3
16859270,5
16864374,10
16865627,10
16866742,8
16869373,10
16875070,10
16876201,4
16876614,8
16879597,0
16882129,2
16882988,10
16884825,10
16885154,9
16889974,10
16892270,10
16892432,10
16895041,10
16895840,0
16899606,4
16899791,10
16902425,7
16908303,10
16909013,7
16909133,10
16910969,10
16914265,2
16915794,10
16920283,9
16922665,5
16923190,10
16923822,10
16924148,5
16926110,1
16926360,7
16926791,10
16928272,9
16929611,3
16932319,8
16932347,5
16933387,1
16933980,6
16934449,0
16939319,5
16939829,10
16941703,9
16942372,8
16943450,10
16945141,7
16949659,0
16951079,9
16951106,10
16953086,8
16955654,3
16958229,10
16962453,10
16965118,8
16968500,7
16971806,7
16973246,10
16977912,8
16978364,0
16978893,8
16981941,9
16982243,6
16982772,0
16983813,10
16993105,8
16995185,10
16995721,2
16996384,8
16997891,9
16997958,5
17005359,6
17006056,9
17006344,10
17008043,7
17010422,7
17011406,8
17013244,10
17015222,10
17019429,2
17020311,8
17025021,10
17025772,5
17027192,10
17029097,8
17029883,7
17030909,10
17032184,10
17032959,8
17036053,0
17036596,10
17041970,10
17042136,10
17043453,8
17047446,9
17047534,8
17049430,8
17051712,2
17052559,10
17053267,0
17053397,0
17054085,7
17054593,9
17056491,6
17057356,9
17058383,7
17063068,20
17063844,7
17073853,7
17078475,10
17079323,9
17079553,10
17080072,10
17081660,0
17081824,0
17084239,10
17091004,5
17092137,9
17092188,7
17096964,9
17100952,2
17101296,7
17102904,9
17106376,10
17108369,7
17109561,9
17110276,10
17110668,8
17112342,10
17113369,2
17115646,6
17122878,9
17123069,6
17127506,10
17128220,9
17128806,9
17129282,9
17130304,8
17130713,10
17130884,10
17132127,7
17132453,9
17133295,5
17135845,10
17137454,7
17137734,10
17141491,8
17142478,10
17143787,5
17145097,10
17146027,1
17152250,4
17156347,8
17157555,10
17157782,10
17159450,10
17163085,7
17167029,10
17167321,10
17169877,8
17171359,5
17174854,0
17175202,8
17175786,10
17184812,1
17186515,7
17188579,9
17189651,10
17189784,10
17193317,10
17195483,10
17200674,3
17201010,10
17201317,10
17201567,10
17201784,10
17206848,10
17208483,6
17209188,5
17209757,5
17209914,5
17210729,6
17211588,5
17213264,0
17213572,10
17213978,10
17215037,5
17221006,9
17221120,8
17223641,8
17223830,3
17224525,1
17226662,10
17228718,10
17229820,9
17234460,2
17235262,3
17237284,2
17241344,2
17243224,8
17244819,7
17246880,0
17249228,10
17250066,8
17252061,9
17252712,8
17256007,10
17256947,9
17258836,9
17259195,10
17259689,10
17260178,10
17261226,3
17263215,8
17263699,3
17266898,5
17271943,10
17275457,0
17276258,7
17276270,1
17279647,10
17280161,3
17282115,10
17282367,8
17284586,5
17287838,8
17291505,10
17291676,6
17300016,5
17301560,9
17301781,7
17305813,0
17306468,9
17306911,10
17311260,8
17316581,7
17320943,8
17331600,10
17334941,2
17338665,7
17342286,10
17344508,6
17344723,9
17349535,2
17350619,10
17350827,0
17351737,10
17358330,0
17359217,0
17359558,7
17362204,10
17362833,10
17363248,1
17364234,5
17364418,10
17365596,8
17367557,8
17368349,10
17370589,9
17371345,9
17374177,10
17374774,10
17377109,10
17377429,9
17381495,10
17382397,9
17384517,9
17385418,10
17386230,5
17388158,10
17388545,10
17389315,8
17389443,4
17390340,8
17402896,10
17404532,8
17405540,9
17407586,1
17408147,10
17408760,10
17409351,10
17411195,7
17411686,8
17413466,6
17415593,5
17419354,9
17423158,10
17424941,10
17426715,10
17428862,10
17430299,10
17430455,10
17431045,10
17441650,2
17443296,4
17449161,2
17449198,10
17451028,5
17451631,6
17455953,0
17456652,0
17458531,10
17458565,0
17458866,10
17459067,7
17459251,2
17460045,10
17460526,9
17462805,10
17465652,8
17466355,10
17466746,0
17467162,1
17467312,8
17472614,8
17472986,0
17473089,8
17474280,9
17479644,9
17481114,10
17482989,9
17483072,6
17484607,10
17485093,10
17486157,4
17488896,9
17489005,10
17489584,10
17489787,10
17490650,10
17495585,10
17496973,2
17497496,10
17500852,10
17500858,9
17500913,10
17501970,8
17502056,10
17502231,10
17504179,10
17509774,7
17511067,4
17511467,10
17514170,5
17514451,5
17515511,8
17515549,10
17515683,10
17517309,9
17517549,6
17518890,1
17519937,0
17520364,10
17521388,2
17522914,8
17523069,1
17523093,7
17523222,9
17524672,5
17525726,8
17526519,0
17526752,10
17527073,5
17529223,10
17529824,6
17532105,7
17533111,8
17537823,2
17538143,10
17539714,10
17540464,8
17540972,3
17542322,10
17545573,10
17545619,10
17546260,5
17550285,1
17551713,6
17552380,10
17553000,18
17553155,7
17555793,8
17555941,9
17557244,3
17557703,10
17558618,0
17561824,9
17562229,8
17563500,6
17563529,8
17568964,18
17573696,10
17576414,9
17578106,5
17578828,10
17579919,9
17580089,9
17583245,0
17586295,8
17586440,10
17586725,10
17587415,4
17587875,10
17592825,0
17592851,10
17595070,3
17598097,10
17599296,8
17602170,5
17602909,10
17605138,0
17605795,6
17606779,8
17608474,0
17608540,10
17609057,9
17609147,2
17609526,10
17615364,10
17615562,10
17616973,10
17620450,10
17623610,4
17623631,10
17626489,9
17626506,3
17630177,5
17631850,8
17633841,8
17634098,7
17635137,8
17635263,10
17638532,10
17639114,8
17639120,9
17641471,8
17641933,10
17642340,10
17644006,2
17644066,10
17644081,7
17647754,10
17650226,10
17652650,9
17654493,10
17655138,10
17657444,8
17658923,3
17659730,3
17660449,10
17661702,10
17663319,10
17663799,1
17663911,7
17664090,5
17668677,6
17669916,10
17670260,5
17672421,6
17675197,5
17679637,10
17681030,2
17682035,9
17682252,5
17682310,5
17684180,9
17684578,8
17688536,8
17688963,10
17690691,10
17694309,10
17694786,3
17696480,8
17698113,3
17698988,10
17701339,10
17705874,10
17706269,10
17712259,10
17717061,2
17718931,10
17719313,8
17719474,10
17719647,8
17721077,1
17722763,2
17723163,4
17726967,10
17732650,1
17732989,5
17738078,5
17738881,10
17739262,8
17739443,3
17741952,10
17742733,9
17742745,7
17744450,9
17744691,8
17744705,10
17745066,2
17745633,6
17747592,9
17748289,8
17748377,6
17749264,8
17749491,10
17751332,6
17753486,9
17755392,1
17757164,5
17757403,5
17757693,5
17758080,7
17759341,10
17760715,10
17767430,5
17767737,10
17767876,10
17774198,10
17777022,8
17778113,10
17778197,10
17779951,10
17783124,8
17783683,10
17784666,9
17785131,10
17785484,4
17785711,9
17788172,8
17788375,10
17790360,9
17790903,10
17793064,10
17795119,10
17795976,8
17797969,2
17799059,10
17801898,5
17804676,10
17804867,8
17808062,1
17810071,9
17810961,10
17811319,0
17811387,10
17812749,0
17819030,7
17819168,0
17826638,10
17827121,0
17829522,8
17830519,8
17832456,8
17832705,3
17832923,0
17833004,10
17835548,7
17837079,7
17837119,3
17837542,10
17838461,8
17839818,10
17840410,7
17844864,9
17845919,9
17845968,10
17846647,10
17847173,0
17848891,9
17850892,10
17851574,10
17852937,3
17859376,5
17860045,5
17860821,0
17860943,5
17862228,10
17862501,10
17862551,8
17862681,10
17863834,10
17864946,10
17865209,3
17866766,9
17869814,10
17872325,10
17872593,10
17873024,10
17874944,10
17875777,8
17876213,7
17876674,10
17879101,9
17882582,4
17885311,8
17885521,10
17886390,0
17886545,5
17887052,9
17888340,5
17890206,5
17891467,2
17894074,10
17895434,9
17898555,4
17898820,9
17900371,10
17901790,5
17902065,0
17902699,10
17903516,3
17903673,5
17909323,8
17910714,8
17916248,5
17916384,5
17919004,2
17919683,5
17923819,3
17924284,10
17925195,8
17926737,8
17927869,10
17929428,6
17929572,6
17930691,7
17930702,0
17931179,1
17932375,10
17933341,8
17934302,7
17935997,9
17936772,10
17940081,10
17940313,6
17944419,9
17946762,10
17948284,10
17949827,10
17949910,9
17953989,6
17956736,1
17959048,4
17963170,10
17963247,10
17964779,0
17965344,8
17966073,0
17966129,8
17967604,7
17968190,10
17968318,8
17969867,10
17970915,7
17971708,10
17973654,9
17976069,10
17976533,10
17976853,10
17977929,7
17980371,0
17982179,8
17982551,9
17983373,8
17984576,9
17984624,9
17991128,4
17991616,9
17992405,10
17995200,9
17995494,10
17996029,10
17996445,6
18000364,10
18001154,9
18002498,0
18005845,7
18005895,10
18013947,7
18015134,10
18017024,1
18018788,5
18020871,9
18022483,9
18022961,9
18022983,3
18023830,0
18025265,10
18027261,5
18028127,9
18028392,7
18029763,8
18030472,0
18031474,9
18033447,10
18033945,5
18034484,10
18038121,10
18042385,6
18043659,7
18046240,10
18054816,5
18056466,5
18056978,7
18057783,10
18060096,7
18060951,10
18063107,10
18064028,0
18067604,7
18069454,8
18071668,8
18075746,10
18077361,10
18077850,0
18078361,6
18081041,2
18085029,3
18086966,6
18090641,7
18093775,0
18094042,8
18094859,5
18095455,7
18095813,10
18096977,10
18097527,6
18099184,5
18099394,6
18100426,5
18101239,10
18101693,10
18104167,4
18106971,0
18108831,1
18109936,10
18111377,8
18111408,10
18112841,5
18115290,0
18116475,2
18116496,2
18117931,5
18118889,9
18124179,6
18124960,5
18125493,7
18126996,5
18127093,5
18129328,8
18133060,9
18135369,1
18135713,9
18138148,8
18140816,10
18141319,10
18141881,8
18147257,5
18153168,2
18154856,10
18155337,9
18155522,7
18156112,10
18156731,9
18157568,10
18160683,1
18160789,7
18161007,9
18161755,5
18163045,8
18163261,10
18163613,10
18163629,6
18164404,7
18165703,6
18166774,8
18167218,6
18169666,7
18170353,5
18171668,2
18173533,10
18173653,0
18174874,10
18175549,10
18177847,10
18177958,10
18178949,10
18180584,0
18181526,2
18183010,9
18184761,10
18186356,3
18187489,0
18189005,7
18193229,5
18193906,7
18194336,10
18196211,6
18197435,7
18197872,9
18198703,7
18199434,8
18199578,3
18200369,7
18201359,0
18202009,0
18205470,8
18205559,10
18206258,3
18209816,5
18211731,5
18213513,9
18214265,10
18215111,10
18217088,0
18217453,9
18217488,0
18218344,5
18219759,7
18221043,10
18222569,2
18225017,8
18225053,10
18225634,0
18225641,10
18226259,9
18227578,10
18231191,10
18232257,10
18233932,10
18234211,0
18235801,6
18236698,10
18237013,9
18238135,1
18238416,10
18239458,5
18239528,0
18239756,10
18241021,0
18242172,9
18245241,5
18246126,10
18247971,7
18250068,5
18251989,4
18256212,1
18257423,10
18262210,7
18264776,5
18267630,9
18268681,10
18269266,9
18270799,10
18270929,10
18272153,2
18275173,8
18279049,7
18281896,8
18283114,9
18283406,5
18285376,5
18286791,1
18291963,10
18292723,10
18293040,0
18294594,9
18296576,0
18299105,0
18299292,7
18300277,9
18300400,8
18301394,10
18301751,1
18302442,5
18303127,0
18305261,10
18307002,9
18307137,5
18309210,10
18310007,8
18310630,9
18311367,10
18311779,5
18311863,10
18313567,9
18313601,16
18315141,10
18316504,10
18321239,10
18322145,0
18326154,10
18329263,10
18329529,10
18331032,5
18331076,10
18333942,7
18338275,10
18338285,6
18343723,10
18347732,9
18352977,9
18355332,9
18356334,9
18360204,10
18361594,8
18363125,10
18363490,10
18366790,10
18367191,9
18368698,1
18371015,8
18372411,8
18373159,1
18373434,10
18373801,7
18373981,7
18375911,7
18376257,8
18377224,9
18380042,0
18380819,4
18381166,10
18383692,4
18384687,0
18385192,5
18387667,9
18388250,8
18390342,10
18390503,10
18391210,0
18392224,7
18393195,10
18395389,8
18397369,10
18397503,1
18397509,10
18400713,9
18402230,9
18402283,9
18405284,9
18408997,8
18409620,10
18411234,10
18415376,7
18416219,6
18420983,5
18421023,9
18426974,2
18427141,10
18429481,0
18434872,10
18439037,6
18439334,10
18439746,7
18441698,4
18441907,7
18443608,10
18443979,6
18444899,9
18446429,10
18447736,0
18451145,0
18451195,7
18459135,10
18459892,7
18463794,5
18464857,1
18465487,9
18467217,10
18472753,9
18473271,8
18473433,0
18474332,6
18475110,6
18475843,2
18483299,8
18486208,10
18487884,7
18490826,10
18491920,5
18492013,9
18492472,10
18492772,0
18493352,7
18495203,6
18495533,9
18498730,0
18498737,8
18502375,10
18503597,5
18507137,3
18507225,9
18510301,10
18514825,10
18517885,5
18519451,5
18521495,10
18521776,9
18524098,10
18528138,10
18528810,9
18529907,9
18530701,6
18530867,10
18532741,9
18535103,10
18535421,10
18535609,9
18536398,7
18537800,6
18538222,1
18538781,10
18540237,9
18540375,4
18540733,8
18541496,3
18541664,6
18541931,5
18542274,10
18542851,9
18543223,8
18546336,7
18546397,4
18546479,10
18550302,8
18550306,7
18552138,9
18553257,8
18553856,9
18558661,6
18558967,9
18559389,9
18567315,10
18568892,10
18570471,2
18570624,2
18570753,2
18573611,5
18576190,10
18579689,3
18580496,8
18580993,10
18581337,10
18581652,7
18582609,10
18583785,8
18585174,10
18585997,2
18588049,8
18588605,10
18591647,7
18592244,8
18594206,8
18595367,7
18596138,2
18597300,9
18598469,10
18605044,7
18607056,10
18608267,6
18612458,10
18615713,8
18616317,8
18620322,0
18621787,10
18622799,4
18624246,7
18625391,9
18625644,10
18627785,10
18628445,10
18631122,10
18632761,0
18634594,10
18634888,10
18635157,0
18636311,4
18638299,10
18639975,10
18640539,10
18641847,9
18642135,9
18643275,2
18644904,10
18647417,10
18650285,10
18651394,10
18652622,10
18653151,10
18654291,2
18656201,10
18657522,10
18657699,10
18658702,10
18658925,5
18660201,9
18662007,6
18662369,4
18662877,5
18663781,8
18664315,10
18666314,10
18666656,8
18666891,3
18670648,9
18673859,10
18674468,8
18675932,10
18678221,10
18680765,10
18686178,5
18686726,10
18687277,3
18687394,2
18687550,8
18688816,9
18691179,5
18694011,1
18695050,9
18697065,10
18697106,4
18702312,9
18703157,9
18704492,10
18707222,1
18710674,8
18712190,10
18712914,8
18714652,6
18715414,10
18716525,1
18716748,9
18717682,8
18717777,7
18722183,5
18722625,9
18723165,5
18723609,10
18724577,8
18726199,10
18729016,9
18729244,10
18729271,10
18729929,0
18731125,10
18731881,10
18732566,8
18733799,4
18734396,10
18736665,10
18739168,10
18740459,9
18741383,8
18742491,6
18746363,9
18748370,0
18749082,0
18751680,10
18752911,10
18753863,8
18755611,10
18757287,9
18758971,9
18763624,8
18764348,2
18768734,6
18770850,6
18773013,4
18774053,10
18774483,6
18774943,9
18775272,10
18781128,10
18782168,10
18783378,10
18786232,5
18786901,10
18787498,10
18788632,8
18790586,7
18792140,5
18792861,0
18793062,1
18794886,10
